Name	Description	ARN	Region	Type	RequesterPays	Documentation	Contact	ManagedBy	UpdateFrequency	License	Tags
NOAA Oceanic Climate Data Records - Sea Surface Temperature - Optimum Interpolation	Sea Surface Temperature - Optimum Interpolation	arn:aws:s3:::noaa-cdr-sea-surface-temp-optimum-interpolation-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'oceans', 'sustainability', 'weather']
NOAA Oceanic Climate Data Records - Sea Surface Temperature - WHOI	Sea Surface Temperature - WHOI	arn:aws:s3:::noaa-cdr-sea-surface-temp-whoi-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'oceans', 'sustainability', 'weather']
NOAA Operational Forecast System (OFS) - CO-OPS Operational OFS Data (Historical Retention)	CO-OPS Operational OFS Data (Historical Retention)	arn:aws:s3:::noaa-nos-ofs-pds	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/OFS/README.md	For questions regarding data content or quality, visit [the NOAA OFS site](https	[NOAA](http://www.noaa.gov/)	4 times a day, every 6 hours with 6-hour nowcasts (WCOFS is updated once a day w	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'climate', 'coastal', 'disaster response', 'environmental', 'meteorological', 'sustainability', 'oceans', 'water', 'weather']
NOAA Operational Forecast System (OFS) - NOMADS Production OFS Data (30 day rolling retention)	NOMADS Production OFS Data (30 day rolling retention)	arn:aws:s3:::noaa-ofs-pds	us-east-1	S3 Bucket		https://github.com/NOAA-Big-Data-Program/bdp-data-docs/blob/main/OFS/README.md	For questions regarding data content or quality, visit [the NOAA OFS site](https	[NOAA](http://www.noaa.gov/)	4 times a day, every 6 hours with 6-hour nowcasts (WCOFS is updated once a day w	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'climate', 'coastal', 'disaster response', 'environmental', 'meteorological', 'sustainability', 'oceans', 'water', 'weather']
NOAA Rapid Refresh (RAP) - Rapid Refresh (RAP) Data	Rapid Refresh (RAP) Data	arn:aws:s3:::noaa-rap-pds	us-east-1	S3 Bucket		https://www.nco.ncep.noaa.gov/pmb/products/rap/	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Hourly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Rapid Refresh Forecast System (RRFS) [Prototype] - Rapid Refresh Forecast System (RRFS) Data	Rapid Refresh Forecast System (RRFS) Data	arn:aws:s3:::noaa-rrfs-pds	us-east-1	S3 Bucket		https://vlab.noaa.gov/web/ufs-r2o	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Daily	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Real-Time Mesoscale Analysis (RTMA) - Real-Time Mesoscale Analysis (RTMA) Data	Real-Time Mesoscale Analysis (RTMA) Data	arn:aws:s3:::noaa-rtma-pds	us-east-1	S3 Bucket		https://www.nco.ncep.noaa.gov/pmb/products/rtma/	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Hourly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Severe Weather Data Inventory (SWDI) - NOAA Severe Weather Data Inventory Dataset (SWDI)	NOAA Severe Weather Data Inventory Dataset (SWDI)	arn:aws:s3:::noaa-swdi-pds	us-east-1	S3 Bucket		https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.ncdc:	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Monthly	Open Data. There are no restrictions on the use of this data. Use of the data sh	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Space Weather Forecast and Observation Data - NOAA Space Weather Prediction Center Forecasts	NOAA Space Weather Prediction Center Forecasts	arn:aws:s3:::noaa-swpc-pds	us-east-1	S3 Bucket		https://www.swpc.noaa.gov/products-and-data	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	The update frequencies of the space weather dataset range from one minute observ	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'climate', 'meteorological', 'solar', 'sustainability', 'weather']
NOAA Terrestrial Climate Data Records - Leaf Area Index	Leaf Area Index	arn:aws:s3:::noaa-cdr-leaf-area-index-fapar-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Terrestrial Climate Data Records - NDVI	NDVI	arn:aws:s3:::noaa-cdr-ndvi-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Terrestrial Climate Data Records - Snow Cover Extent	Snow Cover Extent	arn:aws:s3:::noaa-cdr-snow-cover-ext-north-pds	us-east-1	S3 Bucket		https://www.ncdc.noaa.gov/cdr	For questions regarding the specific CDR data holdings, please contact NCEI.SAT.	[NOAA](http://www.noaa.gov/)	Climate Data Records are updated independently. For update frequency for a speci	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA U.S. Climate Gridded Dataset (NClimGrid) - Daily NClimGrid Data	Daily NClimGrid Data	arn:aws:s3:::noaa-nclimgrid-daily-pds	us-east-1	S3 Bucket		https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.ncdc:	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Monthly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA U.S. Climate Gridded Dataset (NClimGrid) - Monthly NClimGrid Data	Monthly NClimGrid Data	arn:aws:s3:::noaa-nclimgrid-monthly-pds	us-east-1	S3 Bucket		https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.ncdc:	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Monthly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA U.S. Climate Normals	U.S. Climate Normals Data	arn:aws:s3:::noaa-normals-pds	us-east-1	S3 Bucket		[https://www.ncei.noaa.gov/products/us-climate-normals](https://www.ncei.noaa.go	For any questions regarding data delivery or any general questions regarding the	[NOAA](http://www.noaa.gov/)	Data is updated on 10 year cycles or when corrections are implemented.	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Unified Forecast System (UFS) Marine Reanalysis: 1979-2019	NOAA UFS Marine Reanalysis 1979-2019 data	arn:aws:s3:::noaa-ufs-rnrmarine-pds	us-east-1	S3 Bucket		https://vlab.noaa.gov/web/ufs-r2o/ NWS Disclaimer https://www.weather.gov/discla	For questions regarding data content or quality, visit https://vlab.noaa.gov/web	[NOAA](http://www.noaa.gov/)	The UFS-DATM-MOM6-CICE6 model free run output contains continuous files from 197	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Unified Forecast System Short-Range Weather (UFS SRW) Application - Unified Forecast System Short-Range Weather (UFS SRW) Application data	Unified Forecast System Short-Range Weather (UFS SRW) Application data	arn:aws:s3:::noaa-ufs-srw-pds	us-east-1	S3 Bucket		https://ufs-srweather-app.readthedocs.io/en/develop/	For questions regarding data content or quality, visit  https://github.com/ufs-c	[NOAA](http://www.noaa.gov/)	These are stable datasets for use with the SRW Application. They will not be upd	The UFS SRW Application license page can be found at: https://github.com/ufs-com	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Unified Forecast System Subseasonal to Seasonal Prototypes	UFS prototype files (5, 6, 7, & 8)	arn:aws:s3:::noaa-ufs-prototypes-pds	us-east-1	S3 Bucket		https://vlab.noaa.gov/web/ufs-r2o/dataproducts NWS Disclaimer https://www.weathe	For questions regarding data content or quality, visit https://vlab.noaa.gov/web	[NOAA](http://www.noaa.gov/)	A Prototype is a retrospective run for the period from 2011 to 2018. The runs ar	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'disaster response', 'environmental', 'meteorological', 'sustainability', 'weather', 'oceans']
NOAA Unified Forecast System Weather Model (UFS-WM) Regression Tests - Unified Forecast System Weather Model (UFS-WM) Regression Tests data	Unified Forecast System Weather Model (UFS-WM) Regression Tests data	arn:aws:s3:::noaa-ufs-regtests-pds	us-east-1	S3 Bucket		https://ufs-weather-model.readthedocs.io/en/ufs-v1.0.0/index.html	For questions regarding data content or quality, visit  https://github.com/ufs-c	[NOAA](http://www.noaa.gov/)	The input and baseline datasets are updated for the latest two-months of develop	The UFS-WM has license page at: https://github.com/ufs-community/ufs-weather-mod	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA Water-Column Sonar Data Archive	NCEI Water-Column Sonar Data Archive	arn:aws:s3:::noaa-wcsd-pds	us-east-1	S3 Bucket		https://cires.gitbook.io/ncei-wcsd-archive/	wcd.info@noaa.gov	[NOAA](https://www.ngdc.noaa.gov/mgg/wcd/)	New water-column sonar data are added regularly as they are provided to the arch	The data may be used and redistributed for free but is not intended for legal us	['aws-pds', 'earth observation', 'biodiversity', 'ecosystems', 'environmental', 'geospatial', 'mapping', 'oceans', 'sustainability']
NOAA Wave Ensemble Reforecast - NOAA Wave Ensemble Reforecast Data	NOAA Wave Ensemble Reforecast Data	arn:aws:s3:::noaa-nws-gefswaves-reforecast-pds	us-east-1	S3 Bucket		https://github.com/ricampos/gefswaves_reforecast/wiki  https://github.com/ricamp	For questions related to wave modeling and the ensemble reforecast available, pl	[NOAA](http://www.noaa.gov/)	Quarterly	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'agriculture', 'climate', 'meteorological', 'sustainability', 'weather']
NOAA/PMEL Ocean Climate Stations Moorings - OCS moored buoy data	OCS moored buoy data	arn:aws:s3:::noaa-oar-keo-papa-pds	us-east-1	S3 Bucket		https://www.pmel.noaa.gov/ocs/ http://www.oceansites.org https://dods.ndbc.noaa.	For questions regarding data content or quality, users are directed to the OCS w	[NOAA](http://www.noaa.gov/)	KEO and Papa data on BDP are synchronized with the OceanSITES Global Data Assemb	Open Data. There are no restrictions on the use of this data.	['aws-pds', 'climate', 'environmental', 'oceans', 'sustainability', 'weather']
NREL National Solar Radiation Database - Meteorological Statistical Model 1 (MTS1) data (1961-1990) in [HDF5](https://por	Meteorological Statistical Model 1 (MTS1) data (1961-1990) in [HDF5](https://por	arn:aws:s3:::nrel-pds-nsrdb/mts1	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - Meteorological Statistical Model 2 (MTS2) data (1991-2005) in [HDF5](https://por	Meteorological Statistical Model 2 (MTS2) data (1991-2005) in [HDF5](https://por	arn:aws:s3:::nrel-pds-nsrdb/mts2	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [HSDS](https://github.com/NREL/hsds-examples) NSRDB domains	[HSDS](https://github.com/NREL/hsds-examples) NSRDB domains	arn:aws:s3:::nrel-pds-hsds/nrel/nsrdb/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NREL Solar Radiation Datasets](https://nsrdb.nrel.gov/)	[NREL Solar Radiation Datasets](https://nsrdb.nrel.gov/)	arn:aws:s3:::nrel-pds-nsrdb/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) 2km-10min data for the all of the Western Hemis	[NSRDB](https://nsrdb.nrel.gov/) 2km-10min data for the all of the Western Hemis	arn:aws:s3:::nrel-pds-nsrdb/full_disc/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) 2km-5min data for the Contiguous United States 	[NSRDB](https://nsrdb.nrel.gov/) 2km-5min data for the Contiguous United States 	arn:aws:s3:::nrel-pds-nsrdb/conus/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) 4km-10min data from the Himawari satellites sta	[NSRDB](https://nsrdb.nrel.gov/) 4km-10min data from the Himawari satellites sta	arn:aws:s3:::nrel-pds-nsrdb/himawari/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) 4km-15min data from the Meteosat satellites sta	[NSRDB](https://nsrdb.nrel.gov/) 4km-15min data from the Meteosat satellites sta	arn:aws:s3:::nrel-pds-nsrdb/meteosat/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) Suny-India data (2000-2014) in [HDF5](https://p	[NSRDB](https://nsrdb.nrel.gov/) Suny-India data (2000-2014) in [HDF5](https://p	arn:aws:s3:::nrel-pds-nsrdb/india/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) synthetically downscaled 2km x 5min for Puerto 	[NSRDB](https://nsrdb.nrel.gov/) synthetically downscaled 2km x 5min for Puerto 	arn:aws:s3:::nrel-pds-nsrdb/v3/puerto_rico/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) v3 4km x 30min data (1998-2018) in [HDF5](https	[NSRDB](https://nsrdb.nrel.gov/) v3 4km x 30min data (1998-2018) in [HDF5](https	arn:aws:s3:::nrel-pds-nsrdb/v3/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) v3 typical direct years (TDY) in [HDF5](https:/	[NSRDB](https://nsrdb.nrel.gov/) v3 typical direct years (TDY) in [HDF5](https:/	arn:aws:s3:::nrel-pds-nsrdb/v3/tdy/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) v3 typical global years (TGY) in [HDF5](https:/	[NSRDB](https://nsrdb.nrel.gov/) v3 typical global years (TGY) in [HDF5](https:/	arn:aws:s3:::nrel-pds-nsrdb/v3/tgy/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL National Solar Radiation Database - [NSRDB](https://nsrdb.nrel.gov/) v3 typical meteorological years (TMY) in [HDF5]	[NSRDB](https://nsrdb.nrel.gov/) v3 typical meteorological years (TMY) in [HDF5]	arn:aws:s3:::nrel-pds-nsrdb/v3/tmy/	us-west-2	S3 Bucket		https://nsrdb.nrel.gov/	nsrdb@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	Annually	Creative Commons Attribution 3.0 United States License	['aws-pds', 'earth observation', 'energy', 'geospatial', 'meteorological', 'solar', 'sustainability']
NREL Wind Integration National Dataset - Bangladesh wind resource data (2014-2017) in [HDF5](https://portal.hdfgroup.org/	Bangladesh wind resource data (2014-2017) in [HDF5](https://portal.hdfgroup.org/	arn:aws:s3:::nrel-pds-wtk/bangladesh/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Central Asia wind resource data (2015) in [HDF5](https://portal.hdfgroup.org/dis	Central Asia wind resource data (2015) in [HDF5](https://portal.hdfgroup.org/dis	arn:aws:s3:::nrel-pds-wtk/central_asia/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Data for the [Eastern Wind Integration Study](https://www.nrel.gov/grid/eastern-	Data for the [Eastern Wind Integration Study](https://www.nrel.gov/grid/eastern-	arn:aws:s3:::nrel-pds-wtk/eastern_wind/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Data for the [Western Wind Integration Study](https://www.nrel.gov/grid/eastern-	Data for the [Western Wind Integration Study](https://www.nrel.gov/grid/eastern-	arn:aws:s3:::nrel-pds-wtk/western_wind/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Gulf of Mexico wind resource data (2000-2020) in [HDF5](https://portal.hdfgroup.	Gulf of Mexico wind resource data (2000-2020) in [HDF5](https://portal.hdfgroup.	arn:aws:s3:::nrel-pds-wtk/gulf_of_mexico/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Hawaii Wind Resource data for (2000-2019) in [HDF5](https://portal.hdfgroup.org/	Hawaii Wind Resource data for (2000-2019) in [HDF5](https://portal.hdfgroup.org/	arn:aws:s3:::nrel-pds-wtk/Hawaii/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - India wind resource data (2014) in [HDF5](https://portal.hdfgroup.org/display/HD	India wind resource data (2014) in [HDF5](https://portal.hdfgroup.org/display/HD	arn:aws:s3:::nrel-pds-wtk/india/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Kazakhstan wind resource data (2015) in [HDF5](https://portal.hdfgroup.org/displ	Kazakhstan wind resource data (2015) in [HDF5](https://portal.hdfgroup.org/displ	arn:aws:s3:::nrel-pds-wtk/kazakhstan/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Maine wind resource data (2000-2020) in [HDF5](https://portal.hdfgroup.org/displ	Maine wind resource data (2000-2020) in [HDF5](https://portal.hdfgroup.org/displ	arn:aws:s3:::nrel-pds-wtk/maine/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Mid Atlantic Wind Resource data for (2000-2020) in [HDF5](https://portal.hdfgrou	Mid Atlantic Wind Resource data for (2000-2020) in [HDF5](https://portal.hdfgrou	arn:aws:s3:::nrel-pds-wtk/Mid_Atlantic/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - NREL Wind Resource Datasets	NREL Wind Resource Datasets	arn:aws:s3:::nrel-pds-wtk/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - NW Pacific Wind Resource data for (2000-2019) in [HDF5](https://portal.hdfgroup.	NW Pacific Wind Resource data for (2000-2019) in [HDF5](https://portal.hdfgroup.	arn:aws:s3:::nrel-pds-wtk/NW_Pacific/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Offshore California Wind Resource data for (2000-2019) in [HDF5](https://portal.	Offshore California Wind Resource data for (2000-2019) in [HDF5](https://portal.	arn:aws:s3:::nrel-pds-wtk/Offshore_CA/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Philippines typical meteorological year data in [HDF5](https://portal.hdfgroup.o	Philippines typical meteorological year data in [HDF5](https://portal.hdfgroup.o	arn:aws:s3:::nrel-pds-wtk/philippines_tmy/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Philippines wind resource data (2017) in [HDF5](https://portal.hdfgroup.org/disp	Philippines wind resource data (2017) in [HDF5](https://portal.hdfgroup.org/disp	arn:aws:s3:::nrel-pds-wtk/philippines/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Source files for [WIND Toolkit](https://www.nrel.gov/grid/wind-toolkit.html) CON	Source files for [WIND Toolkit](https://www.nrel.gov/grid/wind-toolkit.html) CON	arn:aws:s3:::nrel-pds-wtk/conus/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
NREL Wind Integration National Dataset - Source files for [WIND Toolkit](https://www.nrel.gov/grid/wind-toolkit.html) Can	Source files for [WIND Toolkit](https://www.nrel.gov/grid/wind-toolkit.html) Can	arn:aws:s3:::nrel-pds-wtk/canada/	us-west-2	S3 Bucket		https://www.nrel.gov/grid/wind-toolkit.html	wind-toolkit@nrel.gov	[National Renewable Energy Laboratory](https://www.nrel.gov/)	As Needed	Creative Commons Attribution 3.0 United States License	['aws-pds', 'environmental', 'geospatial', 'meteorological', 'sustainability']
